case_id,evidence_role,cohort,offset_samples,event_count,mean_e_d,mean_e_q,mean_residual_magnitude,mean_periodic_6_magnitude,mean_periodic_12_magnitude,mean_Jd_boundary_distance,mean_Jq_boundary_distance,mean_voltage_utilization,S2_fraction,false_safe_fraction
C05_negative_id,ENGINEERING_PRIMARY,matched_control,-4,2,-0.00393567775893011,-0.000696170086600389,0.00399677522655632,0.00214064335552509,0.00459785648144187,0.4,0.222251028674675,0.342519884875143,0,0
C05_negative_id,ENGINEERING_PRIMARY,matched_control,-3,2,-0.00671656693012057,0.00536221339090126,0.00859451009519159,0.00455119252417985,0.00574771567178376,0.399977482930643,0.399993904424626,0.517374220793702,0,0
C05_negative_id,ENGINEERING_PRIMARY,matched_control,-2,2,-0.0077589439796002,0.0113729997336005,0.0137675827442239,0.00673819378016662,0.00585951159000497,0.399982713914778,0.399994806302905,0.458248169969521,0,0
C05_negative_id,ENGINEERING_PRIMARY,matched_control,-1,2,0.00018094315270023,0.00933555990410007,0.00933731327243281,0.00858397990969001,0.00490320755511209,0.399983114645922,0.399994407057233,0.454028768905005,0,0
C05_negative_id,ENGINEERING_PRIMARY,matched_control,0,2,-0.00693384150997023,0.0128509641491998,0.0146022408434256,0.0099933872419564,0.00316626718825416,0.00819832236236773,0.00297747409253335,0.366302932043754,0,0
C05_negative_id,ENGINEERING_PRIMARY,matched_control,1,2,-0.0153362303968505,0.0164590841211005,0.0224966978219192,0.0108942520472001,0.00173135676766023,0.399979275838323,0.399991783451943,0.547658018437788,0,0
C05_negative_id,ENGINEERING_PRIMARY,matched_control,2,2,-0.0123801293611097,0.0112481061478,0.016726849521353,0.011240540817979,0.00288610263478381,0.113250576162632,0.048843917033993,0.34912536664897,0,0
C05_negative_id,ENGINEERING_PRIMARY,matched_control,3,2,-0.00876755785621031,0.00560008774769827,0.0104034154749253,0.0110145701520267,0.0046846649076459,0.399975675170644,0.399988619601474,0.54692339142175,0,0
C05_negative_id,ENGINEERING_PRIMARY,matched_control,4,2,-0.00475980071402038,0.000939990840199911,0.00485173016735769,0.0102278787321431,0.00578275540908473,0.189618948375297,0.0960229612173592,0.343872091681233,0,0
C05_negative_id,ENGINEERING_PRIMARY,matched_control,5,2,-0.000599572328629616,-0.00291687840209853,0.00297786275538132,0.00892065745863466,0.00583329547189186,0.399975549447826,0.399986620118374,0.540035472900276,0,0
C05_negative_id,ENGINEERING_PRIMARY,matched_control,6,2,0.00140210895053006,-0.00435495867490054,0.00457510377688288,0.00715979633455892,0.00482271938491795,0.251878667120277,0.148772877233007,0.345940005062521,0,0
