case_id,window_id,cycle_id,split,evidence_role,order,amplitude_d,amplitude_q,complex_amplitude,phase_d,phase_q
C09_S2_boundary,C09_S2_boundary__steady,1,calibration,ENGINEERING_PRIMARY,19,5.34900262635282e-06,6.64428768401043e-06,8.52985274929304e-06,-3.01777460596058,2.87440629329095
C09_S2_boundary,C09_S2_boundary__steady,1,calibration,ENGINEERING_PRIMARY,20,0.00171279015175014,0.00116371965745953,0.00207072295227778,0.77554449583634,-2.50296436577637
C09_S2_boundary,C09_S2_boundary__steady,2,calibration,ENGINEERING_PRIMARY,1,1.66831717964935e-06,1.24097019522369e-06,2.07925208605082e-06,0.4326798738186,-2.29105404942954
C09_S2_boundary,C09_S2_boundary__steady,2,calibration,ENGINEERING_PRIMARY,2,0.00183049541556044,0.00120993180844469,0.00219423071883383,0.565163225481925,-2.47803891344336
C09_S2_boundary,C09_S2_boundary__steady,2,calibration,ENGINEERING_PRIMARY,3,0.000188434540848255,0.000103009140554295,0.000214752087818553,0.117899770480902,0.420866989953609
C09_S2_boundary,C09_S2_boundary__steady,2,calibration,ENGINEERING_PRIMARY,4,0.00159537770544483,0.00122535187916436,0.0020116454088139,2.98158630319346,0.0410416487721806
C09_S2_boundary,C09_S2_boundary__steady,2,calibration,ENGINEERING_PRIMARY,5,3.61200491591317e-06,3.3690241068275e-06,4.93932211391055e-06,-1.33091825108726,-1.24534420766052
C09_S2_boundary,C09_S2_boundary__steady,2,calibration,ENGINEERING_PRIMARY,6,0.0158319699520907,0.0103209204369715,0.0188990124406065,-0.378756785251477,3.03693158161146
C09_S2_boundary,C09_S2_boundary__steady,2,calibration,ENGINEERING_PRIMARY,7,5.29089092414259e-06,7.18149189330729e-06,8.92005339584987e-06,1.39056612938786,-2.34035467157782
C09_S2_boundary,C09_S2_boundary__steady,2,calibration,ENGINEERING_PRIMARY,8,0.00377082054056359,0.00333740173854642,0.005035607005475,0.78383343660035,-2.29853703593164
C09_S2_boundary,C09_S2_boundary__steady,2,calibration,ENGINEERING_PRIMARY,9,4.58308680284027e-05,8.57157484774555e-05,9.71990637881213e-05,3.06742850806575,-0.986339273003096
C09_S2_boundary,C09_S2_boundary__steady,2,calibration,ENGINEERING_PRIMARY,10,0.000502828510743073,0.000454094174933754,0.000677523454151119,-0.518712424678059,2.00711310186472
C09_S2_boundary,C09_S2_boundary__steady,2,calibration,ENGINEERING_PRIMARY,11,7.23592121059798e-06,7.20853495205709e-06,1.02137912608889e-05,-0.756698091612473,-2.167841603345
C09_S2_boundary,C09_S2_boundary__steady,2,calibration,ENGINEERING_PRIMARY,12,0.0142452002299674,0.0101528260171413,0.0174930159128209,0.649264318782115,-2.56892818705537
C09_S2_boundary,C09_S2_boundary__steady,2,calibration,ENGINEERING_PRIMARY,13,2.10798159997445e-06,5.26004613956837e-06,5.6667161404308e-06,2.78848675871722,-3.09203807855727
C09_S2_boundary,C09_S2_boundary__steady,2,calibration,ENGINEERING_PRIMARY,14,0.00314813398703685,0.00249679553982031,0.0040180512152041,0.51964321705672,-2.85870797729521
