"project_id","project_root","relative_path","bytes","last_write_utc","sha256"
"model_error_decomposition","C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01","reference\upstream_snapshots\sequence_decomposition\RUN_AND_REPRODUCE.md","5414","2026-07-15T08:01:46.9601940Z","903001361efc5e9fe6000c414a844b38e7e7d27782fb1d720e5ddd936c1fd76c"
"model_error_decomposition","C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01","reference\upstream_snapshots\sequence_decomposition\SEQUENCE_DECOMPOSITION_REPORT.md","1153","2026-07-15T08:01:46.9601940Z","f31c31a0e0c170e43bf486ed3ec444af3438391368703347057804dbe2ed7c57"
"model_error_decomposition","C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01","reference\upstream_snapshots\sequence_decomposition\simulation_case_summary.csv","19999","2026-07-15T08:01:46.9632626Z","17dea88e85017f09b036553235dabbbd33c05d9b4b82cedfd2865a73b264aef1"
"model_error_decomposition","C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01","reference\upstream_snapshots\sequence_decomposition\TIMING_ALIGNMENT_AUDIT.md","3952","2026-07-15T08:01:46.9612016Z","ab72a924ef10d59452d2edc17cb462786018a2816e6a6539bfdbe532e93c7565"
"model_error_decomposition","C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01","results\figures\01_predictors_vs_actual.png","167303","2026-07-15T08:01:46.9642675Z","61cc07090c1f0fdf89a0e7c8fada53857538f4a4aabf3c80e4915ecf8a86e38d"
"model_error_decomposition","C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01","results\figures\02_residual_rms_by_predictor.png","32070","2026-07-15T08:01:46.9653266Z","9a314e32118eb1a7666b34a322e1603fd2ad09c89e893aaf4d48b249a2ace9be"
"model_error_decomposition","C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01","results\figures\03_false_safe_by_predictor.png","27560","2026-07-15T08:01:46.9663373Z","04c4bd07940ac2164d62389f99e5638da48022821c92f381ac9225f427191408"
"model_error_decomposition","C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01","results\figures\04_F_replacement_time_domain.png","150092","2026-07-15T08:01:46.9673488Z","72619f387c69de284f329c0c0dc69b7a9e063af922d84721b7a860291be325f4"
"model_error_decomposition","C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01","results\figures\05_alpha_replacement_time_domain.png","78730","2026-07-15T08:01:46.9683609Z","02b795aeeb55d4d49540244630b56d0eef9fe46994c7b718a60ba7adf8e92cf0"
"model_error_decomposition","C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01","results\figures\06_P3_P4_P5_error_chain.png","119863","2026-07-15T08:01:46.9693678Z","037c81235b94579c629cf5fd0e6cacd5319ed9ed5755ba9fc7f88535011f9699"
