cohort_type,cohort,predictor,causality_class,registered_sample_count,valid_sample_count,ed_mean_A,eq_mean_A,ed_rms_A,eq_rms_A,vector_rms_A,ed_peak_A,eq_peak_A,vector_peak_A,false_safe_d_count,false_safe_q_count,false_safe_joint_count,false_safe_joint_rate,false_alarm_joint_rate,maximum_consecutive_false_safe,predicted_joint_pass_rate,actual_joint_pass_rate,steady_vector_rms_A,dynamic_vector_rms_A,S2_near_vector_rms_A,top1_flip_vs_P0_rate,mode_flip_vs_P0_rate,diagnostic_top1_voltage_changed_rate
case,C05_negative_id,P0,causal_original,1198,1198,0.00524616927512146,-0.000137138394553614,0.0233170412889298,0.00866452861976396,0.0248748561940037,0.11745776840618,0.0313953612236162,0.121581232372933,12,1,13,0.0108514190317195,0,2,1,0.989148580968281,0.012885096978707,0.0327105809798446,NaN,0,0,0.0517529215358932
case,C05_negative_id,P1,causal_original,1198,1198,0.00524616927512146,-0.000137138394553614,0.0233170412889298,0.00866452861976396,0.0248748561940037,0.11745776840618,0.0313953612236162,0.121581232372933,12,1,13,0.0108514190317195,0,2,1,0.989148580968281,0.012885096978707,0.0327105809798446,NaN,0,0,0.0517529215358932
case,C05_negative_id,P2a,causal_previous_period_oracle,1198,1197,0.00224160727248281,-5.84525566775672e-05,0.0131870642180938,0.00690237462481598,0.0148842681430238,0.0584642454794841,0.0215256110085775,0.0597759357481619,6,0,6,0.0050125313283208,0.00334168755221387,1,0.990810359231412,0.989139515455305,0.0118410747116279,0.0173993117403889,NaN,0,0,0.0517529215358932
case,C05_negative_id,P2b,offline_physical_parameter_oracle,1198,1198,0.00146283995663849,0.000118807934717192,0.016335819488239,0.00948893959147863,0.0188917699785663,0.0542864769277478,0.0305478998984938,0.0579220724480186,5,0,5,0.00417362270450751,0.0191986644407346,1,0.974123539232053,0.989148580968281,0.0182054635681057,0.0195518330398759,NaN,0.000834724540901503,0.000834724540901503,0.0509181969949917
case,C05_negative_id,P2c,noncausal_future_endpoint_oracle,1198,1198,0.000741843488238485,-1.46084739011947e-05,0.00546790773054045,0.00305240603041662,0.0062622038871493,0.0225764678672573,0.00993961310735259,0.0234705019127027,5,0,5,0.00417362270450751,0.00417362270450751,1,0.989148580968281,0.989148580968281,0.00554518359677109,0.00690312345767349,NaN,0.000834724540901503,0.000834724540901503,0.0509181969949917
case,C05_negative_id,P3a,causal_previous_period_oracle,1198,1197,0.00224160727248281,-5.84525566775672e-05,0.0131870642180938,0.00690237462481598,0.0148842681430238,0.0584642454794841,0.0215256110085775,0.0597759357481619,6,0,6,0.0050125313283208,0.00334168755221387,1,0.990810359231412,0.989139515455305,0.0118410747116279,0.0173993117403889,NaN,0,0,0.0517529215358932
case,C05_negative_id,P3b,offline_physical_parameter_oracle,1198,1198,0.00146283995663849,0.000118807934717192,0.016335819488239,0.00948893959147863,0.0188917699785663,0.0542864769277478,0.0305478998984938,0.0579220724480186,5,0,5,0.00417362270450751,0.0191986644407346,1,0.974123539232053,0.989148580968281,0.0182054635681057,0.0195518330398759,NaN,0.000834724540901503,0.000834724540901503,0.0509181969949917
case,C05_negative_id,P3c,noncausal_future_endpoint_oracle,1198,1198,0.000741843488238485,-1.46084739011947e-05,0.00546790773054045,0.00305240603041662,0.0062622038871493,0.0225764678672573,0.00993961310735259,0.0234705019127027,5,0,5,0.00417362270450751,0.00417362270450751,1,0.989148580968281,0.989148580968281,0.00554518359677109,0.00690312345767349,NaN,0.000834724540901503,0.000834724540901503,0.0509181969949917
case,C05_negative_id,P4,offline_physical_parameter_oracle,1198,1198,0.000727229675963033,0.000123376036067382,0.00544177472852261,0.00308277186780892,0.0062543100806517,0.0223000257272354,0.00991609499025969,0.0232170689057532,5,0,5,0.00417362270450751,0.00417362270450751,1,0.989148580968281,0.989148580968281,0.00553641132509435,0.0068958482916778,NaN,0.000834724540901503,0.000834724540901503,0.0509181969949917
case,C05_negative_id,P5,offline_plant_replay_oracle,1198,1198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.989148580968281,0.989148580968281,0,0,NaN,0.010016694490818,0.00918196994991653,0.0601001669449082
case,C06_low_bus_43p2V,P0,causal_original,1198,1198,0.0049737180040817,-0.000725977036575408,0.0234582260003312,0.00847449067454464,0.0249420399982752,0.115450378541041,0.0354160268223929,0.117507737074201,17,5,22,0.0183639398998331,0,2,1,0.981636060100167,0.0115408604020171,0.0333074998571005,NaN,0,0,0.122704507512521
case,C06_low_bus_43p2V,P1,causal_original,1198,1198,0.0049737180040817,-0.000725977036575408,0.0234582260003312,0.00847449067454464,0.0249420399982752,0.115450378541041,0.0354160268223929,0.117507737074201,17,5,22,0.0183639398998331,0,2,1,0.981636060100167,0.0115408604020171,0.0333074998571005,NaN,0,0,0.122704507512521
case,C06_low_bus_43p2V,P2a,causal_previous_period_oracle,1198,1197,0.00213817322276194,-0.00031555773960609,0.0126413968811585,0.00662459352316702,0.0142720059716268,0.0622716469939251,0.024273128272343,0.0631293239323207,10,0,10,0.00835421888053467,0,1,0.989974937343358,0.981620718462824,0.0106638940576016,0.0171321764399176,NaN,0.000834724540901503,0.000834724540901503,0.121869782971619
case,C06_low_bus_43p2V,P2b,offline_physical_parameter_oracle,1198,1198,0.00142479131935526,-4.91780321203247e-05,0.0152774347189844,0.00946954774174878,0.017974213363207,0.0573399850240865,0.0308231282535818,0.0580990771427035,10,0,10,0.00834724540901502,0.00751252086811352,1,0.982470784641068,0.981636060100167,0.0168516814366626,0.0190272229769212,NaN,0.00417362270450751,0.00417362270450751,0.125208681135225
case,C06_low_bus_43p2V,P2c,noncausal_future_endpoint_oracle,1198,1198,0.000706400944363537,-0.000102299274019425,0.0051635463675017,0.00297151035666523,0.00595752338552764,0.02392170491548,0.0107884189925223,0.0239596418460572,9,0,9,0.00751252086811352,0,1,0.989148580968281,0.981636060100167,0.00507486187808083,0.00672290764158344,NaN,0.00166944908180301,0.000834724540901503,0.122704507512521
case,C06_low_bus_43p2V,P3a,causal_previous_period_oracle,1198,1197,0.00213817322276194,-0.00031555773960609,0.0126413968811585,0.00662459352316702,0.0142720059716268,0.0622716469939251,0.024273128272343,0.0631293239323207,10,0,10,0.00835421888053467,0,1,0.989974937343358,0.981620718462824,0.0106638940576016,0.0171321764399176,NaN,0.000834724540901503,0.000834724540901503,0.121869782971619
case,C06_low_bus_43p2V,P3b,offline_physical_parameter_oracle,1198,1198,0.00142479131935526,-4.91780321203247e-05,0.0152774347189844,0.00946954774174878,0.017974213363207,0.0573399850240865,0.0308231282535818,0.0580990771427035,10,0,10,0.00834724540901502,0.00751252086811352,1,0.982470784641068,0.981636060100167,0.0168516814366626,0.0190272229769212,NaN,0.00417362270450751,0.00417362270450751,0.125208681135225
case,C06_low_bus_43p2V,P3c,noncausal_future_endpoint_oracle,1198,1198,0.000706400944363537,-0.000102299274019425,0.0051635463675017,0.00297151035666523,0.00595752338552764,0.02392170491548,0.0107884189925223,0.0239596418460572,9,0,9,0.00751252086811352,0,1,0.989148580968281,0.981636060100167,0.00507486187808083,0.00672290764158344,NaN,0.00166944908180301,0.000834724540901503,0.122704507512521
case,C06_low_bus_43p2V,P4,offline_physical_parameter_oracle,1198,1198,0.000702310734987215,5.16511642103071e-05,0.00513559315759022,0.00299443595099224,0.00594482663707549,0.0240117876207831,0.0107552094915118,0.0240477885100015,9,0,9,0.00751252086811352,0,1,0.989148580968281,0.981636060100167,0.00506502477504216,0.00670784341091805,NaN,0.00166944908180301,0.000834724540901503,0.122704507512521
case,C06_low_bus_43p2V,P5,offline_plant_replay_oracle,1198,1198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.981636060100167,0.981636060100167,0,0,NaN,0.00333889816360601,0.00250417362270451,0.124373956594324
case,C07_known_false_safe,P0,causal_original,29,29,0.375539385893903,-0.0366711589252306,0.396326739220973,0.0426497423983563,0.398614958008572,0.459917054327821,0.0797958515872312,0.46255376443799,22,1,19,0.655172413793103,0,11,0.862068965517241,0.206896551724138,NaN,0.398614958008572,0.377473889094348,0,0,0
case,C07_known_false_safe,P1,causal_original,29,29,0.375539385893903,-0.0366711589252306,0.396326739220973,0.0426497423983563,0.398614958008572,0.459917054327821,0.0797958515872312,0.46255376443799,22,1,19,0.655172413793103,0,11,0.862068965517241,0.206896551724138,NaN,0.398614958008572,0.377473889094348,0,0,0
case,C07_known_false_safe,P2a,causal_previous_period_oracle,29,28,0.174626749234129,-0.0168429012514809,0.178599978878908,0.021023766530033,0.179833120460764,0.226504837204002,0.051829819345921,0.228728886976785,21,1,19,0.678571428571429,0.0357142857142857,11,0.821428571428571,0.178571428571429,NaN,0.179833120460764,0.171819872825294,0,0,0
case,C07_known_false_safe,P2b,offline_physical_parameter_oracle,29,29,0.113957334277163,-0.00934268174963072,0.119396866635186,0.0160314780572067,0.120468336300453,0.160877296983175,0.0486699384717424,0.165797262259824,21,0,18,0.620689655172414,0.0344827586206897,10,0.793103448275862,0.206896551724138,NaN,0.120468336300453,0.114867943558317,0,0,0
case,C07_known_false_safe,P2c,noncausal_future_endpoint_oracle,29,29,0.057447108082993,-0.00541772117391835,0.0594966028235242,0.00740909181889994,0.0599561538886633,0.0789780959559464,0.021535656627155,0.0798402972654877,16,0,13,0.448275862068966,0,10,0.655172413793103,0.206896551724138,NaN,0.0599561538886633,0.0575759065060419,0.0344827586206897,0.0344827586206897,0.0344827586206897
case,C07_known_false_safe,P3a,causal_previous_period_oracle,29,28,0.174626749234129,-0.0168429012514809,0.178599978878908,0.021023766530033,0.179833120460764,0.226504837204002,0.051829819345921,0.228728886976785,21,1,19,0.678571428571429,0.0357142857142857,11,0.821428571428571,0.178571428571429,NaN,0.179833120460764,0.171819872825294,0,0,0
case,C07_known_false_safe,P3b,offline_physical_parameter_oracle,29,29,0.113957334277163,-0.00934268174963072,0.119396866635186,0.0160314780572067,0.120468336300453,0.160877296983175,0.0486699384717424,0.165797262259824,21,0,18,0.620689655172414,0.0344827586206897,10,0.793103448275862,0.206896551724138,NaN,0.120468336300453,0.114867943558317,0,0,0
case,C07_known_false_safe,P3c,noncausal_future_endpoint_oracle,29,29,0.057447108082993,-0.00541772117391835,0.0594966028235242,0.00740909181889994,0.0599561538886633,0.0789780959559464,0.021535656627155,0.0798402972654877,16,0,13,0.448275862068966,0,10,0.655172413793103,0.206896551724138,NaN,0.0599561538886633,0.0575759065060419,0.0344827586206897,0.0344827586206897,0.0344827586206897
case,C07_known_false_safe,P4,offline_physical_parameter_oracle,29,29,0.0570717012662398,-0.00510430050629766,0.0591141196084305,0.00725145104178969,0.0595572218903073,0.078776495254052,0.0212195678833589,0.0796270003664315,16,0,13,0.448275862068966,0,10,0.655172413793103,0.206896551724138,NaN,0.0595572218903073,0.0570294100656122,0.0344827586206897,0.0344827586206897,0.0344827586206897
case,C07_known_false_safe,P5,offline_plant_replay_oracle,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206896551724138,0.206896551724138,NaN,0,0,0.0689655172413793,0.0689655172413793,0.0689655172413793
case,C08_S2_nontrigger,P0,causal_original,1198,1198,0.00107387275772714,-0.000456664635102522,0.0139503262862044,0.00686234023335399,0.0155468105079426,0.236169143534151,0.109836110733889,0.260219839699773,4,2,4,0.00333889816360601,0,1,0.996661101836394,0.993322203672788,0.0045680990795762,0.021489601798227,NaN,0,0,0
case,C08_S2_nontrigger,P1,causal_original,1198,1198,0.00107387275772714,-0.000456664635102522,0.0139503262862044,0.00686234023335399,0.0155468105079426,0.236169143534151,0.109836110733889,0.260219839699773,4,2,4,0.00333889816360601,0,1,0.996661101836394,0.993322203672788,0.0045680990795762,0.021489601798227,NaN,0,0,0
case,C08_S2_nontrigger,P2a,causal_previous_period_oracle,1198,1197,0.000437747929267778,-0.000188618738168034,0.00792179841081931,0.00450562617245971,0.00911348217025815,0.122232636095562,0.0559477633344851,0.130789818641241,3,0,2,0.00167084377610693,0.00334168755221387,1,0.992481203007519,0.994152046783626,0.00579285817703807,0.0115096165747882,NaN,0,0,0
case,C08_S2_nontrigger,P2b,offline_physical_parameter_oracle,1198,1198,0.000323109986710959,-0.000119938389839385,0.00886290744306621,0.00457580681917736,0.00997442411324025,0.0969785202499455,0.0373493194544423,0.0997070805928678,3,0,0,0,0.00166944908180301,0,0.991652754590985,0.993322203672788,0.0086449573535918,0.0111427318152689,NaN,0,0,0
case,C08_S2_nontrigger,P2c,noncausal_future_endpoint_oracle,1198,1198,0.000156522306478598,-6.39167235337009e-05,0.00317751387583491,0.00185723020980285,0.00368047530671348,0.0438737527768875,0.0187099021105031,0.0460399923118548,0,0,0,0,0.00166944908180301,0,0.991652754590985,0.993322203672788,0.0027883584850898,0.0043929053492129,NaN,0,0,0
case,C08_S2_nontrigger,P3a,causal_previous_period_oracle,1198,1197,0.000437747929267778,-0.000188618738168034,0.00792179841081931,0.00450562617245971,0.00911348217025815,0.122232636095562,0.0559477633344851,0.130789818641241,3,0,2,0.00167084377610693,0.00334168755221387,1,0.992481203007519,0.994152046783626,0.00579285817703807,0.0115096165747882,NaN,0,0,0
case,C08_S2_nontrigger,P3b,offline_physical_parameter_oracle,1198,1198,0.000323109986710959,-0.000119938389839385,0.00886290744306621,0.00457580681917736,0.00997442411324025,0.0969785202499455,0.0373493194544423,0.0997070805928678,3,0,0,0,0.00166944908180301,0,0.991652754590985,0.993322203672788,0.0086449573535918,0.0111427318152689,NaN,0,0,0
case,C08_S2_nontrigger,P3c,noncausal_future_endpoint_oracle,1198,1198,0.000156522306478598,-6.39167235337009e-05,0.00317751387583491,0.00185723020980285,0.00368047530671348,0.0438737527768875,0.0187099021105031,0.0460399923118548,0,0,0,0,0.00166944908180301,0,0.991652754590985,0.993322203672788,0.0027883584850898,0.0043929053492129,NaN,0,0,0
case,C08_S2_nontrigger,P4,offline_physical_parameter_oracle,1198,1198,0.000166810500884714,-5.85493299505743e-05,0.00316946715647735,0.00185663755724551,0.00367323087689342,0.0436667341395286,0.018701068952657,0.0458593854417001,0,0,0,0,0.00166944908180301,0,0.991652754590985,0.993322203672788,0.00278741915774555,0.00438137743073791,NaN,0,0,0
case,C08_S2_nontrigger,P5,offline_plant_replay_oracle,1198,1198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.993322203672788,0.993322203672788,0,0,NaN,0,0,0
case,C09_S2_boundary,P0,causal_original,1198,1198,0.0110141558321593,-0.00093942544263096,0.0558334910821683,0.0129173761919555,0.0573082658445277,0.315360879184416,0.0655771315322431,0.321279376491919,27,1,28,0.0233722871452421,0,1,1,0.976627712854758,0.0206870194575542,0.0783007084619503,0.246076923441327,0,0,0
case,C09_S2_boundary,P1,causal_original,1198,1198,0.0110141558321593,-0.00093942544263096,0.0558334910821683,0.0129173761919555,0.0573082658445277,0.315360879184416,0.0655771315322431,0.321279376491919,27,1,28,0.0233722871452421,0,1,1,0.976627712854758,0.0206870194575542,0.0783007084619503,0.246076923441327,0,0,0
case,C09_S2_boundary,P2a,causal_previous_period_oracle,1198,1197,0.00476884642621946,-0.000430484382315602,0.0277783061211483,0.0104712158561208,0.029686371493763,0.148501377569768,0.0420344167585567,0.153506986302371,23,0,23,0.0192147034252297,0,1,0.995822890559733,0.976608187134503,0.0185556109358822,0.0376477643921762,0.108382077700118,0,0,0
case,C09_S2_boundary,P2b,offline_physical_parameter_oracle,1198,1198,0.00263398594285726,0.000557082051137386,0.0239516926121697,0.0111054062086197,0.0264010156252807,0.117051259305941,0.0362557256942404,0.120225515758796,23,0,23,0.0191986644407346,0,1,0.995826377295493,0.976627712854758,0.0212745243008516,0.0306693197467063,0.0754569544461478,0,0,0
case,C09_S2_boundary,P2c,noncausal_future_endpoint_oracle,1198,1198,0.00158245698071999,-0.000140586642493387,0.0103154841518489,0.00444629324366271,0.0112329309129758,0.0568196240236616,0.0177722559057898,0.0595342149874435,23,0,23,0.0191986644407346,0,1,0.995826377295493,0.976627712854758,0.00813187108752092,0.0136392805910823,0.0366937771691965,0,0,0
case,C09_S2_boundary,P3a,causal_previous_period_oracle,1198,1197,0.00476884642621946,-0.000430484382315602,0.0277783061211483,0.0104712158561208,0.029686371493763,0.148501377569768,0.0420344167585567,0.153506986302371,23,0,23,0.0192147034252297,0,1,0.995822890559733,0.976608187134503,0.0185556109358822,0.0376477643921762,0.108382077700118,0,0,0
case,C09_S2_boundary,P3b,offline_physical_parameter_oracle,1198,1198,0.00263398594285726,0.000557082051137386,0.0239516926121697,0.0111054062086197,0.0264010156252807,0.117051259305941,0.0362557256942404,0.120225515758796,23,0,23,0.0191986644407346,0,1,0.995826377295493,0.976627712854758,0.0212745243008516,0.0306693197467063,0.0754569544461478,0,0,0
case,C09_S2_boundary,P3c,noncausal_future_endpoint_oracle,1198,1198,0.00158245698071999,-0.000140586642493387,0.0103154841518489,0.00444629324366271,0.0112329309129758,0.0568196240236616,0.0177722559057898,0.0595342149874435,23,0,23,0.0191986644407346,0,1,0.995826377295493,0.976627712854758,0.00813187108752092,0.0136392805910823,0.0366937771691965,0,0,0
case,C09_S2_boundary,P4,offline_physical_parameter_oracle,1198,1198,0.00106561581650284,0.000681241194044288,0.0102650563619074,0.00461102194251815,0.0112531286968345,0.0561295186683386,0.0176192748222981,0.0588299389019149,23,0,23,0.0191986644407346,0,1,0.995826377295493,0.976627712854758,0.00821153812039692,0.0136249443108987,0.0365107189065118,0,0,0
case,C09_S2_boundary,P5,offline_plant_replay_oracle,1198,1198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.976627712854758,0.976627712854758,0,0,0,0.000834724540901503,0.000834724540901503,0.000834724540901503
case,D01_iq_step,P0,causal_original,451,451,0.00795800565078913,-0.00112168361273959,0.03079356560563,0.0089030823997246,0.0320547743546031,0.13525664299065,0.0405668683927658,0.135973441592376,13,2,15,0.0332594235033259,0,1,0.997782705099778,0.964523281596452,NaN,0.0320547743546031,NaN,0,0,0.00886917960088692
case,D01_iq_step,P1,causal_original,451,451,0.00795800565078913,-0.00112168361273959,0.03079356560563,0.0089030823997246,0.0320547743546031,0.13525664299065,0.0405668683927658,0.135973441592376,13,2,15,0.0332594235033259,0,1,0.997782705099778,0.964523281596452,NaN,0.0320547743546031,NaN,0,0,0.00886917960088692
case,D01_iq_step,P2a,causal_previous_period_oracle,451,450,0.00347253338934685,-0.000471125460620673,0.0157002568055233,0.00673380758607669,0.0170833904236157,0.0763429868748784,0.0226647469135273,0.076355130181728,9,1,10,0.0222222222222222,0,1,0.986666666666667,0.964444444444444,NaN,0.0170833904236157,NaN,0,0,0.00886917960088692
case,D01_iq_step,P2b,offline_physical_parameter_oracle,451,451,0.00240845559335956,-0.000186925509804837,0.0160252413163695,0.00948691827106106,0.0186228348413894,0.0776495556456205,0.0286728596028034,0.0810539857102129,10,0,10,0.0221729490022173,0,1,0.98669623059867,0.964523281596452,NaN,0.0186228348413894,NaN,0,0,0.00886917960088692
case,D01_iq_step,P2c,noncausal_future_endpoint_oracle,451,451,0.00123815637910018,-0.000174098544131646,0.0065234726280919,0.00302535347317039,0.00719085939002345,0.0576938433836866,0.0139318884375506,0.0593521446943386,8,0,8,0.0177383592017738,0.00443458980044346,1,0.977827050997783,0.964523281596452,NaN,0.00719085939002345,NaN,0.00221729490022173,0.00221729490022173,0.0110864745011086
case,D01_iq_step,P3a,causal_previous_period_oracle,451,450,0.00347253338934685,-0.000471125460620673,0.0157002568055233,0.00673380758607669,0.0170833904236157,0.0763429868748784,0.0226647469135273,0.076355130181728,9,1,10,0.0222222222222222,0,1,0.986666666666667,0.964444444444444,NaN,0.0170833904236157,NaN,0,0,0.00886917960088692
case,D01_iq_step,P3b,offline_physical_parameter_oracle,451,451,0.00240845559335956,-0.000186925509804837,0.0160252413163695,0.00948691827106106,0.0186228348413894,0.0776495556456205,0.0286728596028034,0.0810539857102129,10,0,10,0.0221729490022173,0,1,0.98669623059867,0.964523281596452,NaN,0.0186228348413894,NaN,0,0,0.00886917960088692
case,D01_iq_step,P3c,noncausal_future_endpoint_oracle,451,451,0.00123815637910018,-0.000174098544131646,0.0065234726280919,0.00302535347317039,0.00719085939002345,0.0576938433836866,0.0139318884375506,0.0593521446943386,8,0,8,0.0177383592017738,0.00443458980044346,1,0.977827050997783,0.964523281596452,NaN,0.00719085939002345,NaN,0.00221729490022173,0.00221729490022173,0.0110864745011086
case,D01_iq_step,P4,offline_physical_parameter_oracle,451,451,0.00126950157826107,-4.69940114937135e-05,0.0064970462192698,0.00303964764011639,0.00717293993780745,0.057542929528069,0.0139152045934363,0.0592015342499627,8,0,8,0.0177383592017738,0.00443458980044346,1,0.977827050997783,0.964523281596452,NaN,0.00717293993780745,NaN,0.00221729490022173,0.00221729490022173,0.0110864745011086
case,D01_iq_step,P5,offline_plant_replay_oracle,451,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.964523281596452,0.964523281596452,NaN,0,NaN,0.00443458980044346,0.00443458980044346,0.00886917960088692
case,D02_id_step,P0,causal_original,1198,1198,0.000299144141962468,0.000736012955561111,0.0118929512584946,0.00885372425601764,0.0148266895441472,0.0685838024949179,0.106986007389367,0.127081642032906,15,9,21,0.0175292153589316,0,2,1,0.982470784641068,0.0127987869068706,0.0166031852406215,NaN,0,0,0.015025041736227
case,D02_id_step,P1,causal_original,1198,1198,0.000299144141962468,0.000736012955561111,0.0118929512584946,0.00885372425601764,0.0148266895441472,0.0685838024949179,0.106986007389367,0.127081642032906,15,9,21,0.0175292153589316,0,2,1,0.982470784641068,0.0127987869068706,0.0166031852406215,NaN,0,0,0.015025041736227
case,D02_id_step,P2a,causal_previous_period_oracle,1198,1197,0.0001433468031022,0.0003182276333184,0.00962830742489845,0.00751118419658432,0.0122115597653769,0.0450413676404029,0.0917661431034346,0.1022240178187,8,5,11,0.00918964076858814,0.0025062656641604,1,0.989139515455305,0.982456140350877,0.0117117024648877,0.0126909592051127,NaN,0.00417362270450751,0.00417362270450751,0.0108514190317195
case,D02_id_step,P2b,offline_physical_parameter_oracle,1198,1198,0.000156643973327659,0.000304154426026797,0.0143478644868504,0.0128496885019564,0.0192607297351459,0.0441157032798909,0.0888965852280748,0.0992411111439797,4,2,4,0.00333889816360601,0.0141903171953255,1,0.971619365609349,0.982470784641068,0.0198881048888614,0.0186144184386936,NaN,0.00333889816360601,0.00333889816360601,0.015025041736227
case,D02_id_step,P2c,noncausal_future_endpoint_oracle,1198,1198,3.93771530732833e-05,0.000104745959045365,0.00456585631968611,0.00342851414500009,0.00570979449494317,0.0169063857055392,0.031296285251917,0.0343125599844825,4,4,6,0.00500834724540901,0.00918196994991653,1,0.978297161936561,0.982470784641068,0.00567722167458335,0.00574207489059201,NaN,0.00417362270450751,0.00417362270450751,0.0108514190317195
case,D02_id_step,P3a,causal_previous_period_oracle,1198,1197,0.0001433468031022,0.0003182276333184,0.00962830742489845,0.00751118419658432,0.0122115597653769,0.0450413676404029,0.0917661431034346,0.1022240178187,8,5,11,0.00918964076858814,0.0025062656641604,1,0.989139515455305,0.982456140350877,0.0117117024648877,0.0126909592051127,NaN,0.00417362270450751,0.00417362270450751,0.0108514190317195
case,D02_id_step,P3b,offline_physical_parameter_oracle,1198,1198,0.000156643973327659,0.000304154426026797,0.0143478644868504,0.0128496885019564,0.0192607297351459,0.0441157032798909,0.0888965852280748,0.0992411111439797,4,2,4,0.00333889816360601,0.0141903171953255,1,0.971619365609349,0.982470784641068,0.0198881048888614,0.0186144184386936,NaN,0.00333889816360601,0.00333889816360601,0.015025041736227
case,D02_id_step,P3c,noncausal_future_endpoint_oracle,1198,1198,3.93771530732833e-05,0.000104745959045365,0.00456585631968611,0.00342851414500009,0.00570979449494317,0.0169063857055392,0.031296285251917,0.0343125599844825,4,4,6,0.00500834724540901,0.00918196994991653,1,0.978297161936561,0.982470784641068,0.00567722167458335,0.00574207489059201,NaN,0.00417362270450751,0.00417362270450751,0.0108514190317195
case,D02_id_step,P4,offline_physical_parameter_oracle,1198,1198,0.00011050694449706,0.000191623938592069,0.00455118428240445,0.00342748799588806,0.00569745138938123,0.0177361619653782,0.0313737444097466,0.0344297392092642,4,4,6,0.00500834724540901,0.00918196994991653,1,0.978297161936561,0.982470784641068,0.00565222500346805,0.00574217259952593,NaN,0.00417362270450751,0.00417362270450751,0.0108514190317195
case,D02_id_step,P5,offline_plant_replay_oracle,1198,1198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.982470784641068,0.982470784641068,0,0,NaN,0.00166944908180301,0.00166944908180301,0.013355592654424
case,D03_id_iq_step,P0,causal_original,1198,1198,0.00557307472712545,-0.000187060041488057,0.0391162962691418,0.00858235413785801,0.0400467406459363,0.545882855046677,0.0494380637994389,0.545938391007811,27,6,32,0.0267111853088481,0,1,0.995826377295493,0.969115191986644,0.0125130962081289,0.0551913164952578,NaN,0,0,0.0575959933222037
case,D03_id_iq_step,P1,causal_original,1198,1198,0.00557307472712545,-0.000187060041488057,0.0391162962691418,0.00858235413785801,0.0400467406459363,0.545882855046677,0.0494380637994389,0.545938391007811,27,6,32,0.0267111853088481,0,1,0.995826377295493,0.969115191986644,0.0125130962081289,0.0551913164952578,NaN,0,0,0.0575959933222037
case,D03_id_iq_step,P2a,causal_previous_period_oracle,1198,1197,0.00239006017895602,-8.30282697995149e-05,0.0203859695336236,0.00736721685776159,0.0216763382067893,0.268790129771214,0.037240823050162,0.269943850411366,9,0,9,0.0075187969924812,0.00417710944026733,1,0.972431077694236,0.969089390142022,0.0125807049870703,0.0279451776758302,NaN,0.00417362270450751,0.00333889816360601,0.0601001669449082
case,D03_id_iq_step,P2b,offline_physical_parameter_oracle,1198,1198,0.00160452745404348,8.52666594360483e-05,0.0189894495451785,0.00997978128562452,0.0214521613954813,0.19168779046709,0.0342652705605335,0.193922473833808,4,0,4,0.00333889816360601,0.0108514190317195,1,0.961602671118531,0.969115191986644,0.0184156962103775,0.0241008104764943,NaN,0.00166944908180301,0.000834724540901503,0.0575959933222037
case,D03_id_iq_step,P2c,noncausal_future_endpoint_oracle,1198,1198,0.000796818421201861,-2.67626493361612e-05,0.00764100697611609,0.00329573384385578,0.00832146917188252,0.0925888265851282,0.0127118527536592,0.0933398900547449,6,0,6,0.00500834724540901,0.00417362270450751,1,0.969949916527546,0.969115191986644,0.00581271969274411,0.0102268172468724,NaN,0.00417362270450751,0.00333889816360601,0.0601001669449082
case,D03_id_iq_step,P3a,causal_previous_period_oracle,1198,1197,0.00239006017895602,-8.30282697995149e-05,0.0203859695336236,0.00736721685776159,0.0216763382067893,0.268790129771214,0.037240823050162,0.269943850411366,9,0,9,0.0075187969924812,0.00417710944026733,1,0.972431077694236,0.969089390142022,0.0125807049870703,0.0279451776758302,NaN,0.00417362270450751,0.00333889816360601,0.0601001669449082
case,D03_id_iq_step,P3b,offline_physical_parameter_oracle,1198,1198,0.00160452745404348,8.52666594360483e-05,0.0189894495451785,0.00997978128562452,0.0214521613954813,0.19168779046709,0.0342652705605335,0.193922473833808,4,0,4,0.00333889816360601,0.0108514190317195,1,0.961602671118531,0.969115191986644,0.0184156962103775,0.0241008104764943,NaN,0.00166944908180301,0.000834724540901503,0.0575959933222037
case,D03_id_iq_step,P3c,noncausal_future_endpoint_oracle,1198,1198,0.000796818421201861,-2.67626493361612e-05,0.00764100697611609,0.00329573384385578,0.00832146917188252,0.0925888265851282,0.0127118527536592,0.0933398900547449,6,0,6,0.00500834724540901,0.00417362270450751,1,0.969949916527546,0.969115191986644,0.00581271969274411,0.0102268172468724,NaN,0.00417362270450751,0.00333889816360601,0.0601001669449082
