upstream_project,source_absolute_path,source_relative_path,file_size_bytes,modified_time,sha256,copied_to_new_project,byte_identical,destination_absolute_path,destination_relative_path,use_in_new_project
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_iter11_ref\+io\file_sha256.m,src\+zhou_iter11_ref\+io\file_sha256.m,507,2026-07-12T21:51:35.000,7153a4601b550bdcb9191eefc730f9e71d52d267992b1b58d192fa89059b2323,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_iter11_ref\+io\file_sha256.m,src\+zhou_iter11_ref\+io\file_sha256.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_iter11_ref\+io\write_code_manifest.m,src\+zhou_iter11_ref\+io\write_code_manifest.m,1387,2026-07-12T21:51:35.000,c067626da6c366d39d5b8b35d609b457e7251e647cec1f52c6dc3b5dfadbcf4b,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_iter11_ref\+io\write_code_manifest.m,src\+zhou_iter11_ref\+io\write_code_manifest.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_iter11_ref\+io\write_or_append_table.m,src\+zhou_iter11_ref\+io\write_or_append_table.m,772,2026-07-12T21:51:35.000,fb295dc68e40277a665e98e8d6f2652e8e49dc07a647808e9d78cb173751eb2c,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_iter11_ref\+io\write_or_append_table.m,src\+zhou_iter11_ref\+io\write_or_append_table.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_iter11_ref\+io\write_text_new.m,src\+zhou_iter11_ref\+io\write_text_new.m,433,2026-07-12T21:51:35.000,6fa3013d26ff630018dde86c7b62c50ee086ce6bd827aa0e43aaf43615c1a1d5,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_iter11_ref\+io\write_text_new.m,src\+zhou_iter11_ref\+io\write_text_new.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_iter11_ref\+metrics\phase_thd_total_rms.m,src\+zhou_iter11_ref\+metrics\phase_thd_total_rms.m,842,2026-07-12T21:51:35.000,a34d013d31ec5fb0f245a60f1564bb72624e43818400f8aff5fde6eba297269e,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_iter11_ref\+metrics\phase_thd_total_rms.m,src\+zhou_iter11_ref\+metrics\phase_thd_total_rms.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_iter11_ref\+metrics\summarize_simulation.m,src\+zhou_iter11_ref\+metrics\summarize_simulation.m,4213,2026-07-12T21:51:35.000,aba32d53c3cfd8398034c37687fcfcda3cd2aebb9ab9caab3898bbeef287f12c,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_iter11_ref\+metrics\summarize_simulation.m,src\+zhou_iter11_ref\+metrics\summarize_simulation.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_iter11_ref\+model\electromagnetic_torque.m,src\+zhou_iter11_ref\+model\electromagnetic_torque.m,201,2026-07-12T21:51:35.000,4e183f9fc1eab7ef6d8ff83e3a232b7c96457922be8a098bbb42b7e9a465382f,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_iter11_ref\+model\electromagnetic_torque.m,src\+zhou_iter11_ref\+model\electromagnetic_torque.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_iter11_ref\+model\integrate_command.m,src\+zhou_iter11_ref\+model\integrate_command.m,2323,2026-07-12T21:51:35.000,86250ce6ec0d43fda18f6a100512fbe11eac7c296fdf982b2e0cda0db4eec5a1,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_iter11_ref\+model\integrate_command.m,src\+zhou_iter11_ref\+model\integrate_command.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_iter11_ref\+model\phase_currents.m,src\+zhou_iter11_ref\+model\phase_currents.m,360,2026-07-12T21:51:35.000,c41351d67d29b7e9b503f228efd4649828f1b094ae2009dc4940181dd8655af9,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_iter11_ref\+model\phase_currents.m,src\+zhou_iter11_ref\+model\phase_currents.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_iter11_ref\+model\pmsm_derivative.m,src\+zhou_iter11_ref\+model\pmsm_derivative.m,749,2026-07-12T21:51:35.000,acc0930f67fd088e77dfd8991f74450174106b3ef08ff655a0ab55e40aa0c220,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_iter11_ref\+model\pmsm_derivative.m,src\+zhou_iter11_ref\+model\pmsm_derivative.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_iter11_ref\+model\sample_command_waveform.m,src\+zhou_iter11_ref\+model\sample_command_waveform.m,3047,2026-07-12T21:51:35.000,c09ac0a85a5a8e2f3931ad3e07dc3c7896c13e3ff296dbf64b26137e40b61d8f,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_iter11_ref\+model\sample_command_waveform.m,src\+zhou_iter11_ref\+model\sample_command_waveform.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_iter11_ref\+modulation\case2_command.m,src\+zhou_iter11_ref\+modulation\case2_command.m,1777,2026-07-12T21:51:35.000,67245a7bd324e694ceccea6c05a2f505a94048b3a6cc1bc5e27e385bf594f006,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_iter11_ref\+modulation\case2_command.m,src\+zhou_iter11_ref\+modulation\case2_command.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_iter11_ref\+modulation\case3_command.m,src\+zhou_iter11_ref\+modulation\case3_command.m,2022,2026-07-12T21:51:35.000,9ba8d715c9ea8a197156d01bb388ad5dee659ead5418a68047d6fd994beb8b03,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_iter11_ref\+modulation\case3_command.m,src\+zhou_iter11_ref\+modulation\case3_command.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_iter11_ref\+sim\run_closed_loop.m,src\+zhou_iter11_ref\+sim\run_closed_loop.m,15636,2026-07-13T01:53:46.000,ee923419f4a8b8f80fabe7693da41aec903d14262637ad5a93b4aa83e8952c6d,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_iter11_ref\+sim\run_closed_loop.m,src\+zhou_iter11_ref\+sim\run_closed_loop.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_robust\run_robust_case.m,src\+zhou_robust\run_robust_case.m,31156,2026-07-13T12:02:33.000,209dffa773a367aac56d28a59450dfdc1dd76b60f0ee8cc41d5f49c9a993aa69,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_robust\run_robust_case.m,src\+zhou_robust\run_robust_case.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_sequence\decompose_simulation.m,src\+zhou_sequence\decompose_simulation.m,8868,2026-07-15T12:47:11.000,8bbbe4437cfe6cd287bcb26d08b54024011435d1ff0b8780cc0e41b0051c097f,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_sequence\decompose_simulation.m,src\+zhou_sequence\decompose_simulation.m,runtime frozen controller/plant/S2 closure
